GO:0000034~adenine deaminase activity	add,
GO:0043565~sequence-specific DNA binding	BPSS1424,BPSS0546,BPSS0435,pchR,BPSL2195,BPSS2250,BPSS2249,BPSS2199,BPSS2132,BPSS1899,BPSS1889,BPSS1866A,BPSS1864,BPSS1824,BPSS1803,BPSS1714,BPSS1710,BPSS1610,BPSS1564,bsaN,BPSS1520,BPSS1391,BPSS1371,lrp,BPSS1322,BPSS1237,BPSS1209,BPSS1020,BPSS0995,BPSS0912,BPSS0872,BPSS0806,BPSS0699,BPSS0681,BPSS0648,BPSS0616,BPSS0596,BPSS0565,BPSS0505,BPSS0436,BPSS0336,prpR,BPSS0073,BPSS0066,dctD,BPSL3423,BPSL3368,BPSL3279,BPSL3238,BPSL3064,BPSL2908,fis,BPSL2782,BPSL2731,BPSL2475,BPSL2474,BPSL2423,BPSL2391,glnG,BPSL1887,BPSL1794,BPSL1729,BPSL1704,BPSL1588,lon,BPSL1348,BPSL1311,BPSL1275,BPSL1249,BPSL0849,BPSL0819,BPSL0609,BPSL0340,BPSL0330,BPSL0202,BPSL0193,BPSL0128,BPSL0100,dnaA,BPSL0060,BPSL0045,
GO:0043752~adenosylcobinamide kinase activity	BPSL0986,
GO:0043755~alpha-ribazole phosphatase activity	BPSL0981,
GO:0043758~acetate-CoA ligase (ADP-forming) activity	BPSS2130,
GO:0043770~demethylmenaquinone methyltransferase activity	ubiE,
GO:0043772~acyl-phosphate glycerol-3-phosphate acyltransferase activity	plsY,
GO:0043780~cobalt-precorrin-5B C1-methyltransferase activity	cbiD,
GO:0043811~phosphate:acyl-[acyl carrier protein] acyltransferase activity	plsX,
GO:0043815~phosphoribosylglycinamide formyltransferase 2 activity	purT,
GO:0043824~succinylglutamate-semialdehyde dehydrogenase activity	astD,
GO:0043828~tRNA 2-selenouridine synthase activity	BPSL0710,
GO:0043842~Kdo transferase activity	waaA,
GO:0043858~arginine:ornithine antiporter activity	BPSS1112,arcD,
GO:0043878~glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity	acoD,
GO:0043908~Ser(Gly)-tRNA(Ala) hydrolase activity	dtd,
GO:0043916~DNA-7-methylguanine glycosylase activity	BPSL0101,
GO:0044318~L-aspartate:fumarate oxidoreductase activity	nadB,
GO:0044668~sodium:malonate symporter activity	BPSL1328,
GO:0044877~protein-containing complex binding	BPSL1515,
GO:0046025~precorrin-6Y C5,15-methyltransferase (decarboxylating) activity	cobL,
GO:0046026~precorrin-4 C11-methyltransferase activity	cobM,
GO:0046316~gluconokinase activity	BPSL2929,
GO:0046421~methylisocitrate lyase activity	prpB,
GO:0046429~4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity	ispG,
GO:0046538~2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	gpmA,
GO:0046553~D-malate dehydrogenase (decarboxylating) activity	BPSS0011,
GO:0046565~3-dehydroshikimate dehydratase activity	BPSS0339,
GO:0046857~oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor	queF,
GO:0046872~metal ion binding	fur,wcbL,rmlA,BPSS1555,ispH2,gspO,ribD,BPSS2300,BPSS2299,BPSS2290,BPSS2280,sdhB,BPSS2256,BPSS2233,katE,BPSS2205,BPSS2176,BPSS2169,BPSS2159,BPSS2150,BPSS2047,BPSS2045,BPSS2042,BPSS2041,BPSS2036,BPSS2034,BPSS2024,BPSS2020,BPSS1981,BPSS1973,cdd,ackA,adhA,benC,benA,catA,BPSS1888,BPSS1886,BPSS1839,BPSS1838,BPSS1815,mhpE,BPSS1786,BPSS1765,dxs,tsaD,dnaG,cobB,BPSS1734,BPSS1729,citB,BPSS1720,BPSS1719,aceE,leuC,leuB,accD,folC,purF,BPSS1676,fdoG,fdoH,BPSS1654,BPSS1650,BPSS1639,poxB,speB,BPSS1568,BPSS1567,BPSS1562,folE,BPSS1487,nadE,rspB,BPSS1465,BPSS1453,BPSS1452,BPSS1445,BPSS1377,sdaB,betB,BPSS1332,BPSS1330,BPSS1317,ileS2,BPSS1302,BPSS1274,BPSS1269,dtmL,BPSS1259,BPSS1251,nirB,BPSS1242,BPSS1241,BPSS1235,BPSS1206,BPSS1197,BPSS1194,BPSS1193,BPSS1175,BPSS1174,BPSS1171,narG,narI,thiM,BPSS1125,ftsH,BPSS1110,BPSS0996,katB,BPSS0985,BPSS0977,BPSS0969,mntH,BPSS0965,ddpX,BPSS0896,BPSS0894,ribA,BPSS0855,rbsK,BPSS0840,BPSS0827,BPSS0811,BPSS0791,BPSS0784,BPSS0781,BPSS0731,BPSS0680,BPSS0666,BPSS0618,pchF,pchE,BPSS0563,BPSS0555,BPSS0554,BPSS0551,fdhA,BPSS0512,BPSS0486,BPSS0481,BPSS0456,BPSS0404,acsA,BPSS0372,bfr,BPSS0339,BPSS0322,BPSS0311,BPSS0305,BPSS0302,BPSS0299,selD,BPSS0279,BPSS0267,BPSS0235,BPSS0224,BPSS0214,acnA,prpB,BPSS0200,accC,BPSS0130,pyk,BPSS0086,uvrA,BPSS0027,BPSS0023,BPSS0010,tdh,phhA,BPSL3394,priA,BPSL3387,BPSL3379,BPSL3378,sdaA,BPSL3354,BPSL3329,flhC,BPSL3271,BPSL3242,BPSL3239,paaE,rpoC,hemB,engB,BPSL3181,msrP,msrQ,cyaY,aroK,aroB,glt1,thiE,hisD,hisI,petA,petB,petC,BPSL3089,BPSL3077,BPSL3075,nuoB2,trpD,trpE,gph,rpe,paaA,BPSL3038,fadD,coq7,mraY,ddl,lpxC,secA,yacG,obg,nrdB,BPSL2961,thiL,maeB,tktA,BPSL2934,edd,pyrC,erpA,ruvC,BPSL2892,tgt,phnJ,glcF,nadK,hemH,dnaJ,panB,wcbN,wcbS,BPSL2771,BPSL2770,nrdR,BPSL2745,hmgA,BPSL2738,xdhA,rubA,pyrX,pgm,ureC,hemN,BPSL2639,ubiD,ribB,BPSL2567,BPSL2566,fbp,metE,BPSL2544,guaD,add,fdsA,fdsB,fdsG,BPSL2524,lapB,BPSL2495,rsgA,BPSL2482,BPSL2463,BPSL2455,mobA,moaA,rne,BPSL2449,rnc,acpS,otsB,BPSL2397,astE,BPSL2377,BPSL2366,ubiU,ubiV,BPSL2358,hutI,BPSL2339,BPSL2312,dinB,BPSL2305,pdhA,BPSL2293,iscS,lysS,pyrG,eno,BPSL2261,suhB,lpxH,cysS,BPSL2232,BPSL2229,BPSL2214,map2,fdxA,BPSL2207,BPSL2194,aceA,BPSL2183,radA,dapE,ligA,def,map,uppS,dxr,BPSL2152,rnhB,BPSL2142,BPSL2141,ppsA,guaB,tadA,BPSL2114,BPSL2112,ispF,BPSL2075,BPSL2057,BPSL2034,BPSL2017,alaS,BPSL2002,BPSL1961,thrS,pheS,pheT,BPSL1883,BPSL1790,BPSL1778,BPSL1759,BPSL1734,BPSL1715,BPSL1712,BPSL1710,BPSL1682,BPSL1681,BPSL1615,BPSL1608,nosZ,BPSL1600,BPSL1599,BPSL1543,rimO,BPSL1533,purA,hflX,ispG,rlmN,ndk,rlmD,surE,recR,moeA,BPSL1423,selO,msrB,purL,nnrE,clpX,BPSL1380,ppk,glmM,folP,carB,gloB,rnhA,dnaQ,pckG,BPSL1319,BPSL1313,cpdA,thiC,recB,BPSL1278,BPSL1274,BPSL1261,BPSL1259,BPSL1257,BPSL1256,BPSL1247,nuoI,BPSL1217,nuoF,BPSL1215,nuoB1,pnp,ilvC,ilvI,BPSL1189,BPSL1181,kdpB,purD,hemF,cafA,gluQ,purT,BPSL1104,nth,BPSL1100,BPSL1099,BPSL1076,ppa,BPSL1001,BPSL1000,metG,ilvD,BPSL0968,pepA,BPSL0962,cysI,BPSL0927,ispH1,BPSL0917,nadA,ileS1,dfp,dut,BPSL0897,icd,sodB,BPSL0864,queG,kynB,kynA,BPSL0824,flhA,purK,cbbA,pykA,BPSL0787,sucC,BPSL0730,BPSL0723,BPSL0720,BPSL0702,BPSL0700,BPSL0697,BPSL0696,BPSL0681,miaB,ybeY,BPSL0666,gloA,pdxA,BPSL0636,BPSL0538,BPSL0537,hprK,mutY,mutM,prs,fdx,BPSL0512,BPSL0511,BPSL0510,cydA,BPSL0498,BPSL0496,BPSL0493,BPSL0485,ctaD,BPSL0453,BPSL0440,gshB,cpdB,metH2,metH1,bioD,bioB,ttcA,glmU,silP,BPSL0301,cca,BPSL0261,BPSL0247,srkA,metK,dksA,hslV,BPSL0194,adhC,BPSL0179,queE,queC,htpX,BPSL0100,mnmE,gyrB,BPSL0071,katG,gmhA,lipA,
GO:0046873~metal ion transmembrane transporter activity	BPSS2234,BPSS1228,mntH,corA,BPSL1554,BPSL0295,
GO:0046912~acyltransferase, acyl groups converted into alkyl on transfer	gltA,prpC,leuA,BPSL0890,BPSL0482,
GO:0046914~transition metal ion binding	BPSS1199,map2,map,BPSL0599,BPSL0598,
GO:0046917~triphosphoribosyl-dephospho-CoA synthase activity	mdcB,
GO:0046933~proton-transporting ATP synthase activity, rotational mechanism	atpD2,atpC,atpB,atpE,atpF,atpA2,atpG,BPSS1627,bsaS,sctN,atpH,atpA1,atpD1,fliI,
GO:0046961~proton-transporting ATPase activity, rotational mechanism	atpD2,atpA2,BPSS1627,bsaS,sctN,atpA1,atpD1,fliI,
GO:0046983~protein dimerization activity	BPSS2314,asd,BPSS1358,BPSS1160,rpoA,BPSL2313,clpX,BPSL1253,
GO:0047111~formate dehydrogenase (cytochrome-c-553) activity	fdoG,
GO:0047134~protein-disulfide reductase (NAD(P)) activity	dsbD,
GO:0047293~4-hydroxybenzoate nonaprenyltransferase activity	ubiA,
GO:0047304~2-aminoethylphosphonate-pyruvate transaminase activity	phnW,
GO:0047343~glucose-1-phosphate cytidylyltransferase activity	rfbF,
GO:0047388~[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase	glnE,
GO:0047400~phosphonoacetate hydrolase activity	BPSS0348,
GO:0047420~N-acyl-D-amino-acid deacylase activity	dan,
GO:0047429~nucleoside-triphosphate diphosphatase activity	BPSL2566,BPSL2446,BPSL1159,
GO:0047443~4-hydroxy-4-methyl-2-oxoglutarate aldolase activity	BPSL2194,
GO:0047451~3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	fabZ,
GO:0047471~maltose alpha-D-glucosyltransferase activity	BPSL2075,
GO:0047472~3-carboxy-cis,cis-muconate cycloisomerase activity	pcaB,
GO:0047475~phenylacetate-CoA ligase activity	paaA,
GO:0047480~UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity	murF,
GO:0047547~2-methylcitrate dehydratase activity	prpD,
GO:0047569~3-oxoadipate CoA-transferase activity	pcaJ,pcaI,
GO:0047570~3-oxoadipate enol-lactonase activity	BPSS0046,
GO:0047575~4-carboxymuconolactone decarboxylase activity	pcaC,
GO:0047580~4-hydroxyproline epimerase activity	BPSS0332,
GO:0047602~acetoacetate decarboxylase activity	adc,
GO:0047663~aminoglycoside 6'-N-acetyltransferase activity	BPSS0262,
GO:0047728~carnitine 3-dehydrogenase activity	lcdH,
GO:0047733~CDP-glucose 4,6-dehydratase activity	rfbG,
GO:0047780~citrate dehydratase activity	citB,acnA,
GO:0047813~D-arabinitol 4-dehydrogenase activity	dalD,
GO:0047834~D-threo-aldose 1-dehydrogenase activity	BPSS0864,BPSS0353,BPSL1848,BPSL0892,BPSL0215,
GO:0047844~deoxycytidine deaminase activity	cdd,
GO:0047941~glucuronolactone reductase activity	xdhA,xdhB,
GO:0047952~glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	gpsA,
GO:0047989~hydroxybutyrate-dimer hydrolase activity	BPSL2716,
GO:0048038~quinone binding	BPSS1143,nuoB2,nuoN,nuoL,nuoK,nuoJ,nuoI,nuoH,BPSL1217,nuoF,nuoD,nuoC,nuoB1,nuoA,
GO:0048039~ubiquinone binding	poxB,BPSL2136,
GO:0048040~UDP-glucuronate decarboxylase activity	BPSS2245,
GO:0048472~threonine-phosphate decarboxylase activity	cobD,cobC,
GO:0050048~L-leucine:2-oxoglutarate aminotransferase activity	ilvE,
GO:0050053~levansucrase activity	BPSS0543,
GO:0050126~N-carbamoylputrescine amidase activity	BPSL0110,
GO:0050136~NADH dehydrogenase (quinone) activity	nuoB2,nuoN,nuoK,nuoI,nuoD,nuoC,nuoB1,nuoA,
GO:0050188~phosphoenolpyruvate mutase activity	BPSS0610,BPSS0509,
GO:0050304~nitrous-oxide reductase activity	nosZ,BPSL1454,
GO:0050313~sulfur dioxygenase activity	BPSS2119,BPSL1561,
GO:0050355~triphosphatase activity	BPSL3054,
GO:0050380~undecaprenyl-diphosphatase activity	BPSS0019,uppP2,uppP1,
GO:0050385~ureidoglycolate lyase activity	BPSS2126,BPSS1093,BPSS1019,BPSS0793,hpcG,BPSS0693,BPSS0692,allA,BPSL2738,BPSL0390,
GO:0050421~nitrite reductase (NO-forming) activity	BPSS1487,
GO:0050480~imidazolonepropionase activity	hutI,
GO:0050511~undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	murG,
GO:0050515~4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	ispE,
GO:0050518~2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	ispD,
GO:0050526~poly(3-hydroxybutyrate) depolymerase activity	phaZ,
GO:0050528~acyloxyacyl hydrolase activity	BPSL0505,
GO:0050560~aspartate-tRNA(Asn) ligase activity	aspS,
GO:0050566~asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity	gatB,gatC,
GO:0050567~glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	gatB,gatA,gatC,
GO:0050568~protein-glutamine glutaminase activity	cheB2,cif,cheD,cheB1,
GO:0050570~4-hydroxythreonine-4-phosphate dehydrogenase activity	pdxA,
GO:0050660~flavin adenine dinucleotide binding	BPSS2326,BPSS2279,BPSS2278,lpdV,BPSS2032,BPSS2029,BPSS1969,BPSS1885,BPSS1857,BPSS1795,sdhA,poxB,BPSS1448,betA,BPSS1318,BPSS1273,BPSS1272,nirB,BPSS1036,BPSS0976,BPSS0926,BPSS0906,BPSS0847,BPSS0685,BPSS0684,BPSS0617,BPSS0552,ahpF,BPSS0486,BPSS0317,BPSS0139,BPSL3419,mnmG,BPSL3386,BPSL3339,BPSL3059,BPSL3007,dusB,BPSL2893,glcE,glcD,BPSL2842,BPSL2747,xdhA,etfA,BPSL2498,BPSL2329,BPSL2299,BPSL1969,odhL,dusA,BPSL1234,BPSL1229,BPSL1228,ilvI,murB,BPSL0728,BPSL0707,BPSL0670,BPSL0648,BPSL0634,BPSL0614,BPSL0512,BPSL0483,BPSL0421,BPSL0420,gor,BPSL0224,aidB,BPSL0061,BPSL0055,mnmC,
GO:0050661~NADP binding	hldD,ribD,BPSS2326,BPSS2264,BPSS1969,gnd,asd,BPSS1415,nirB,BPSS0926,nadX,BPSS0720,mmsB,BPSL3429,BPSL3253,hemA,aroE,gapA,dapB,proA,pntB,zwf,BPSL2476,BPSL2109,hom,glxR,ilvC,BPSL0512,gor,
GO:0050897~cobalt ion binding	dapE,pdxA,
GO:0051007~squalene-hopene cyclase activity	shc,
GO:0051073~adenosylcobinamide-GDP ribazoletransferase activity	cobS,
GO:0051075~S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity	queA,
GO:0051082~unfolded protein binding	dnaK,lipB,narJ,groEL2,dnaJ,ureE,BPSL2311,hscA,BPSL2267,BPSL2150,clpX,htpG,surA,secB,groEL1,
GO:0051087~chaperone binding	grpE,hscB,
GO:0051116~cobaltochelatase activity	BPSL1768,
GO:0051213~dioxygenase activity	BPSS2294,benC,benB,benA,catA,BPSS1886,tauD,pcaG,pcaH,BPSS1206,BPSS1165,BPSS1127,BPSS1110,BPSS0905,BPSS0891,BPSS0824,hpcB,BPSS0665,BPSS0639,BPSS0608,BPSS0339,BPSS0230,BPSS0191,BPSS0165,BPSL3239,BPSL3077,BPSL2955,hmgA,BPSL2363,BPSL1551,BPSL1313,kynA,BPSL0335,BPSL0328,BPSL0099,
GO:0051287~NAD binding	BPSS2264,udg2,mhpF,leuB,asd,BPSS1415,BPSS1362,BPSS1143,nadX,mmsB,lcdH,ahpF,BPSS0011,BPSL3253,argC,BPSL3242,hisD,maeB,gapA,dapB,ldhA,udg,BPSL2459,fabG,BPSL2109,fabV,tkrA,glxR,serA,nuoF,nuoD,icd,pdxA,gpsA,BPSL0334,BPSL0116,
GO:0051499~D-aminoacyl-tRNA deacylase activity	dtd,
GO:0051536~iron-sulfur cluster binding	ispH2,BPSS2300,BPSS2299,sdhB,BPSS2233,BPSS2169,benC,benA,BPSS1888,BPSS1886,BPSS1838,BPSS1765,citB,leuC,fdoG,fdoH,BPSS1654,BPSS1453,sdaB,nirB,BPSS1242,BPSS1241,narG,BPSS1142,BPSS0996,BPSS0969,BPSS0896,BPSS0894,BPSS0680,BPSS0595,BPSS0555,BPSS0554,BPSS0551,BPSS0372,BPSS0334,BPSS0322,BPSS0279,BPSS0214,acnA,BPSS0027,sdaA,BPSL3329,paaE,glt1,glt2,petA,BPSL3075,nuoB2,BPSL3038,edd,erpA,phnJ,glcF,xdhA,hemN,BPSL2567,fdsA,fdsB,fdsG,BPSL2495,BPSL2463,moaA,BPSL2449,BPSL2398,BPSL2373,BPSL2366,ubiU,ubiV,BPSL2358,BPSL2293,iscS,BPSL2288,BPSL2287,fdx,fdxA,BPSL2207,BPSL2183,BPSL1961,BPSL1759,BPSL1615,BPSL1599,rimO,ispG,rlmN,rlmD,BPSL1319,thiC,nuoI,BPSL1217,nuoF,BPSL1215,nuoB1,BPSL1104,nth,BPSL1000,ilvD,cysI,BPSL0927,ispH1,nadA,queG,miaB,BPSL0634,mutY,BPSL0512,BPSL0511,BPSL0510,bioB,ttcA,BPSL0247,queE,lipA,
GO:0051537~2 iron, 2 sulfur cluster binding	sdhB,benC,benA,BPSS1888,BPSS1886,BPSS1765,prpD,BPSS1654,BPSS1453,BPSS1242,BPSS0996,BPSS0896,BPSS0894,BPSS0680,BPSS0555,BPSS0554,BPSS0279,BPSS0278,BPSL3329,paaE,petA,BPSL3075,xdhA,fdsA,BPSL2449,iscS,BPSL2287,fdx,BPSL1782,BPSL1615,BPSL1217,BPSL1215,BPSL0927,BPSL0511,bioB,
GO:0051538~3 iron, 4 sulfur cluster binding	sdhB,glt1,BPSL2463,fdxA,
GO:0051539~4 iron, 4 sulfur cluster binding	ispH2,sdhB,BPSS2233,citB,leuC,fdoG,fdoH,sdaB,nirB,BPSS1241,BPSS0969,BPSS0372,BPSS0322,sdaA,nuoB2,edd,phnJ,glcF,hemN,BPSL2567,fdsA,fdsB,BPSL2495,BPSL2463,moaA,BPSL2366,ubiU,ubiV,BPSL2358,narG,BPSL2293,fdxA,BPSL2183,BPSL1961,BPSL1759,rimO,ispG,rlmN,rlmD,BPSL1319,thiC,nuoI,BPSL1217,nuoF,nuoB1,BPSL1104,nth,ilvD,cysI,ispH1,nadA,queG,miaB,mutY,BPSL0512,BPSL0510,bioB,ttcA,BPSL0247,queE,lipA,
GO:0051745~4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity	ispH2,ispH1,
GO:0051903~S-(hydroxymethyl)glutathione dehydrogenase activity	flhA,
GO:0051920~peroxiredoxin activity	BPSS2332,BPSS1201,BPSS0939,ahpC,pcaC,tpx,BPSL2748,ahpD,BPSL2096,BPSL1488,BPSL1129,BPSL0589,
GO:0051989~coproporphyrinogen dehydrogenase activity	hemN,BPSL2366,
GO:0051991~UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity	murG,
GO:0051992~UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity	mraY,
GO:0052381~tRNA dimethylallyltransferase activity	miaA,
GO:0052590~sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity	glpD,
GO:0052591~sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity	glpD,
GO:0052654~L-leucine transaminase activity	ilvE,
GO:0052655~L-valine transaminase activity	ilvE,
GO:0052656~L-isoleucine transaminase activity	ilvE,
GO:0052689~carboxylic ester hydrolase activity	BPSS0784,BPSS0716,fghA,
GO:0052692~raffinose alpha-galactosidase activity	BPSS2081,
GO:0052693~epoxyqueuosine reductase activity	queG,
GO:0052717~tRNA-specific adenosine-34 deaminase activity	tadA,
GO:0052737~pyruvate dehydrogenase (quinone) activity	poxB,
GO:0052821~DNA-7-methyladenine glycosylase activity	BPSL0101,
GO:0052822~DNA-3-methylguanine glycosylase activity	BPSL0101,
GO:0052832~inositol monophosphate 3-phosphatase activity	suhB,
GO:0052833~inositol monophosphate 4-phosphatase activity	suhB,
GO:0052834~inositol monophosphate phosphatase activity	suhB,
GO:0052855~ADP-dependent NAD(P)H-hydrate dehydratase activity	nnrE,
GO:0052856~NADHX epimerase activity	nnrE,
GO:0052857~NADPHX epimerase activity	nnrE,
GO:0052906~tRNA (guanine(37)-N(1))-methyltransferase activity	trmD,
GO:0052908~16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity	rsmA,
GO:0052927~CTP:tRNA cytidylyltransferase activity	cca,
GO:0052928~CTP:3'-cytidine-tRNA cytidylyltransferase activity	cca,
GO:0052929~ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity	cca,
GO:0061542~3-demethylubiquinol-n 3-O-methyltransferase activity	ubiG,
GO:0061579~N-acyl homoserine lactone synthase activity	pmlI,BPSS1570,BPSS1180,
GO:0061599~molybdopterin molybdotransferase activity	BPSL2455,moeA,
GO:0061603~molybdenum cofactor guanylyltransferase activity	mobA,
GO:0061710~L-threonylcarbamoyladenylate synthase	BPSL0802,
GO:0061711~N(6)-L-threonylcarbamoyladenine synthase activity	tsaD,
GO:0061798~GTP 3',8'-cyclase activity	moaA,
GO:0061799~cyclic pyranopterin monophosphate synthase activity	moaC,
GO:0061928~glutathione specific gamma-glutamylcyclotransferase activity	BPSL0671,
GO:0061981~3-hydroxykynureninase activity	kynU,
GO:0070006~metalloaminopeptidase activity	BPSL3070,BPSL2892,map2,map,pepA,
GO:0070038~rRNA (pseudouridine-N3-)-methyltransferase activity	rlmH,
GO:0070039~rRNA (guanosine-2'-O-)-methyltransferase activity	rlmB,
GO:0070040~rRNA (adenine-C2-)-methyltransferase activity	rlmN,
GO:0070041~rRNA (uridine-C5-)-methyltransferase activity	rlmD,
GO:0070043~rRNA (guanine-N7-)-methyltransferase activity	rsmG,
GO:0070063~RNA polymerase binding	BPSS0880,greB,greA,
GO:0070180~large ribosomal subunit rRNA binding	rplK,rplJ,
GO:0070181~small ribosomal subunit rRNA binding	era,
GO:0070401~NADP+ binding	gca,
GO:0070402~NADPH binding	dxr,
GO:0070403~NAD+ binding	BPSS2245,cobB,lcdH,BPSL2641,BPSL1424,BPSL1325,BPSL0649,BPSL0419,BPSL0063,
GO:0070497~6-carboxy-5,6,7,8-tetrahydropterin synthase activity	BPSL0179,
GO:0070566~adenylyltransferase activity	nadD,
GO:0070567~cytidylyltransferase activity	ispD,
GO:0070568~guanylyltransferase activity	mobA,
GO:0070573~metallodipeptidase activity	BPSS0548,
GO:0070626~(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	purB,
GO:0070677~rRNA (cytosine-2'-O-)-methyltransferase activity	rsmI,
GO:0070818~protoporphyrinogen oxidase activity	BPSL2934,
GO:0071424~rRNA (cytosine-N4-)-methyltransferase activity	rsmH,
GO:0071949~FAD binding	BPSS2111,BPSS1318,BPSS1010,BPSS0829,pobA,BPSL3339,thiO,BPSL3059,BPSL2893,glcE,glcD,BPSL2842,hmpA,BPSL2742,xdhA,BPSL2532,BPSL1969,murB,BPSL0707,BPSL0634,
GO:0080130~L-phenylalanine:2-oxoglutarate aminotransferase activity	tyrB2,
GO:0090729~toxin activity	cif,BPSS0658,
GO:0097159~organic cyclic compound binding	BPSL2349,
GO:0097163~sulfur carrier activity	fdhD,
GO:0097266~phenylacetyl-CoA 1,2-epoxidase activity	paaA,
GO:0097367~carbohydrate derivative binding	glmS,BPSS1309,BPSS0644,BPSL3273,BPSL2933,BPSL2770,glk,BPSL1990,BPSL0629,BPSL0538,BPSL0497,gmhA,
GO:0097573~glutathione oxidoreductase activity	BPSL3075,grxC,
GO:0098848~alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase activity	phnJ,
GO:0101006~protein histidine phosphatase activity	BPSL1374,
GO:0102025~ABC-type thiosulfate transporter activity	cysA,
GO:0102027~S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity	ubiE,
GO:0102039~alkylhydroperoxide reductase activity	ahpC,
GO:0102094~S-adenosylmethionine:2-demethylmenaquinol methyltransferase activity	ubiE,
GO:0102130~malonyl-CoA methyltransferase activity	bioC,
GO:0102148~N-acetyl-beta-D-galactosaminidase activity	nagZ,BPSL0500,
GO:0102208~2-polyprenyl-6-hydroxyphenol methylase activity	ubiG,
GO:0102264~tRNA-dihydrouridine20 synthase activity	dusA,
GO:0102480~5-fluorocytosine deaminase activity	codA,
GO:0102483~scopolin beta-glucosidase activity	bglB,
GO:0102500~beta-maltose 4-alpha-glucanotransferase activity	BPSL2079,
GO:0102552~lipoyl synthase activity (acting on glycine-cleavage complex H protein	lipA,
GO:0102553~lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein)	lipA,
GO:0102555~octanoyl transferase activity (acting on glycine-cleavage complex H protein)	lipB,
GO:0102559~protein-(glutamine-N5) methyltransferase activity	prmC,
GO:0102752~1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)	glgB,
GO:0102953~hypoglycin A gamma-glutamyl transpeptidase activity	BPSS1288,BPSL0416,
GO:0102955~S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity	ubiE,
GO:0103039~protein methylthiotransferase activity	rimO,
GO:0103045~methione N-acyltransferase activity	argJ,argA,
GO:0103068~leukotriene C4 gamma-glutamyl transferase activity	BPSS1288,BPSL0416,
GO:0103117~UDP-3-O-acyl-N-acetylglucosamine deacetylase activity	lpxC,wcbS,
GO:0106026~Gly-tRNA(Ala) hydrolase activity	dtd,
GO:0106029~tRNA pseudouridine synthase activity	truA,truB,
GO:0106141~flavin prenyltransferase activity	ubiX,
GO:0106257~glycerol-3-phosphate dehydrogenase [NADP+] activity	gpsA,
GO:0106310~protein serine kinase activity	BPSL0597,srkA,
GO:0106312~methylenetetrahydrofolate reductase NADH activity	metF,
GO:0106313~methylenetetrahydrofolate reductase NADPH activity	metF,
GO:0106321~S-(hydroxymethyl)glutathione dehydrogenase NADP activity	flhA,
GO:0106322~S-(hydroxymethyl)glutathione dehydrogenase NAD activity	flhA,
GO:0106351~aspartate dehydrogenase NAD activity	nadX,
GO:0106352~aspartate dehydrogenase NADP activity	nadX,
GO:0106361~protein-arginine rhamnosyltransferase activity	BPSL2421,
GO:0120159~rRNA pseudouridine synthase activity	rluC,BPSL2162,BPSL1921,BPSL1532,BPSL0930,
GO:0140078~class I DNA-(apurinic or apyrimidinic site) endonuclease activity	nth,mutM,
GO:0140098~catalytic activity, acting on RNA	BPSL0895,
GO:0140359~ABC-type transporter activity	wzt,BPSS2259,BPSS2085,BPSS1862,BPSS1285,BPSS1236,pchI,pchH,ugpC,BPSL3155,BPSL3093,wzt2,BPSL2608,BPSL2409,BPSL1797,BPSL1779,BPSL1664,BPSL1604,msbA,BPSL0833,BPSL0655,
GO:1901363~heterocyclic compound binding	BPSL2349,
GO:1901681~sulfur compound binding	sbp,
